id,type,year,title,citation,url,featured,visible,status,editoriallyVerified
pub-0011,journal,2026,To present or to be present? Rethinking the value of the academic conference,"Ting, Hiram, et al. ""To present or to be present? Rethinking the value of the academic conference."" Asian Journal of Business Research Volume 16.2 (2026).",https://ajbr.co.nz/ajbr/ajbr260222.pdf,FALSE,TRUE,published,FALSE
pub-0012,journal,2026,Moderated mediation analysis using SmartPLS: A tutorial for business researchers,"Memon, Mumtaz Ali, et al. ""Moderated mediation analysis using SmartPLS: A tutorial for business researchers."" Journal of Applied Structural Equation Modeling 10.1 (2026): 1-28.",https://tore.tuhh.de/entities/publication/824ef208-7c0b-4ff2-88d1-311b9ea78870,FALSE,TRUE,published,FALSE
pub-0013,journal,2025,"The Art of Salt Festival in Phetchaburi, Thailand: The nexus of nature and culture to sustain local identity","Kittiprasan, K., Ting, H. , Kirdsiri, K., & Yankowski, A. (2025), “The Art of Salt Festival in Phetchaburi, Thailand: The nexus of nature and culture to sustain local identity”, Journal of Convention & Event Tourism, 1-8",,FALSE,TRUE,published,FALSE
pub-0014,journal,2025,"Is Artificial intelligence (AI) the game-changer for business? Exploring current insights, opportunities, and potential research agenda","Cham, T.H., Aveziimetovch, S. K., Andoko, A., Wong, B. K. M., Lau, E., Paramita, W., Yide, L., Ting, H., & Tan, K.-L. (2025), ""Is Artificial intelligence (AI) the game-changer for business? Exploring current insights, opportunities, and potential research agenda"", Asian Journal of Business Research, 15(3), 166-172",,FALSE,TRUE,published,FALSE
pub-0015,journal,2025,Leveraging mega-event tourism: A review of Electric Daisy Carnival Thailand 2025 in Phuket,"Soonsan, N., Pattanapokinsakul, K., Chunjan, K., & Ting, H. (2025), ""Leveraging mega-event tourism: A review of Electric Daisy Carnival Thailand 2025 in Phuket"", Journal of Convention & Event Tourism, 15(1), 1–5",,FALSE,TRUE,published,FALSE
pub-0016,journal,2025,Animal influences for ecotourism? The case of Moo Deng,"Sangechumnong, A., Tham, A., Ting, H., & Saengchanmong, M. (2025), ""Animal influences for ecotourism? The case of Moo Deng"", Journal of Ecotourism, 1–8",,FALSE,TRUE,published,FALSE
pub-0017,journal,2025,Enhancing Business Performance Through Integrated B2B Systems in China: A Dynamic Capabilities Perspective,"Yu, C., Cheah, J. H., Ting, H., & Liu, Y. (2025), ""Enhancing Business Performance Through Integrated B2B Systems in China: A Dynamic Capabilities Perspective"", Journal of Business-to-Business Marketing, 1–22",,FALSE,TRUE,published,FALSE
pub-0018,journal,2025,The World of Peranakan Food Art Exhibition & Festival in Phuket: Festival review,"Pattanapokinsakul, K., Ting, H., Soonsan, N., & Sungthong, S. (2025), ""The World of Peranakan Food Art Exhibition & Festival in Phuket: Festival review"", Journal of Convention & Events Tourism, 1-5",,FALSE,TRUE,published,FALSE
pub-0019,journal,2025,Snowball Sampling: A Review and Guidelines for Survey Research,"Ting, H., Memon, M. A., Ramayah, T., & Cheah, J. H. (2025), ""Snowball Sampling: A Review and Guidelines for Survey Research"", Asian Journal of Business Research, 15(1), 1-15",,FALSE,TRUE,published,FALSE
pub-0020,journal,2025,Mobile Gamification's Impact on Tourism Visit Intention,"Ting, H., Cheah, J. H., Tan, K., Tham, A., & Leong, Q. L. (2025), ""Mobile Gamification's Impact on Tourism Visit Intention"", International Journal of Tourism Research, 27(1)",,FALSE,TRUE,published,FALSE
pub-0021,journal,2024,Qualitative data analysis software: Reflecting on 10 years of Quirkos,"Ting, H., Turner, D., Memon, M. A., & Gong, J. (2024), ""Qualitative data analysis software: Reflecting on 10 years of Quirkos"", Asian Journal of Business Research, 14(3), 1-8",,FALSE,TRUE,published,FALSE
pub-0022,journal,2024,Guest editorial: Navigating global challenges: Asian perspectives of globally responsible business leadership,"Tan, K. L., Hii, I. S. H., Kong, W. H., & Ting, H. (2024), ""Guest editorial: Navigating global challenges: Asian perspectives of globally responsible business leadership"", Journal of Global Responsibility, 15(4), 321-326 (SCOPUS Q2)",,FALSE,TRUE,published,FALSE
pub-0023,journal,2024,Heritage and new media spaces,"Tham, A., Ting, H., Zhang, X. (N)., and Gretzel, U. (2024), ""Heritage and new media spaces"", Journal of Heritage Tourism, 19(5), 665-668 (SCOPUS Q1)",,FALSE,TRUE,published,FALSE
pub-0024,journal,2024,An Opinion Piece on #ChatGPT – What do Generative Artificial Intelligence Technologies Reveal about Responsible Tourism Education that We don't Already Know?,"Tham, A., Ting, H., and Kumarusamy, R. (2024). ""An Opinion Piece on #ChatGPT – What do Generative Artificial Intelligence Technologies Reveal about Responsible Tourism Education that We don't Already Know?"", Turizam, 28(2), 84-97",,FALSE,TRUE,published,FALSE
pub-0025,journal,2024,"Editorial: The infodemic, young consumers, and responsible stakeholdership","Ting, H., Gong, J., Cheah, J. H., & Chan, K. (2024), ""Editorial: The infodemic, young consumers, and responsible stakeholdership"", Young Consumers, 25(4), 421-424 (SCOPUS Q1)",,FALSE,TRUE,published,FALSE
pub-0026,journal,2024,The Influence of Customer Relationship Management in Enhancing Hospitality Business Performance: The Conditional Mediation of Digital Marketing Capabilities,"Nguyen, D. H., Tan, K. L., Nguyen, L. N. V., Nguyen, A. P., & Ting, H. (2024), ""The Influence of Customer Relationship Management in Enhancing Hospitality Business Performance: The Conditional Mediation of Digital Marketing Capabilities"", International Journal of Hospitality, 1-27 (SCOPUS Q2)",,FALSE,TRUE,published,FALSE
pub-0027,journal,2024,"Fact or Fake: Information, Misinformation and Disinformation via Social Media","Lim, X. J., Quach, S., Thaichon, P., Cheah, J. H., & Ting, H. (2024), ""Fact or Fake: Information, Misinformation and Disinformation via Social Media"", Journal of Strategic Marketing, 32(5), 659-664 (SCOPUS Q1)",,FALSE,TRUE,published,FALSE
pub-0028,journal,2024,"Integrating diversity, equity, and inclusion (DEI) in business education","Ting, H., Yusrini, L., & Aragon, L. (2024), ""Integrating diversity, equity, and inclusion (DEI) in business education"", Asian Journal of Business Research, 14(1), 1-12 (SCOPUS Q2)",,FALSE,TRUE,published,FALSE
pub-0029,journal,2024,Control Variable: A Review And Proposed Guidelines,"Memon, M. A., Ramayah, T., Ting, H., Cheah, J. H., & Chuah, F. (2024), ""Control Variable: A Review And Proposed Guidelines"", Journal of Applied Structural Equation Modeling, 8(2), 1-18 (SCOPUS Q1)",,FALSE,TRUE,published,FALSE
pub-0030,journal,2024,Enhancing Customer Retention: The Role of Customer Satisfaction and Delight in the Authorized Automotive After-Sales Service Sector,"Leong, C. M., Cheah, J. H., Ting, H., Lim, R., Ariffin, A. B., & Lim, X. J. (2024), ""Enhancing Customer Retention: The Role of Customer Satisfaction and Delight in the Authorized Automotive After-Sales Service Sector"", Journal of Applied Structural Equation Modeling, 8(1), 1-26 (SCOPUS Q1)",,FALSE,TRUE,published,FALSE
pub-0031,journal,2023,"Understanding tourists' experiences at war heritage sites in Ho Chi Minh city, Vietnam: a netnographic analysis of TripAdvisor reviews","Quang, T. D., Vo. N. M. D., Nguyen, H. V., Nguyen, Q. X. T., Ting, H., & Thanh, T. V. (2023), ""Understanding tourists' experiences at war heritage sites in Ho Chi Minh city, Vietnam: a netnographic analysis of TripAdvisor reviews"", Leisure Studies, 43(4), 624-643 (SSCI and SCOPUS)",,FALSE,TRUE,published,FALSE
pub-0032,journal,2023,The dual impact of job variety on employee happiness and stress: the mediating role of employee engagement and burnout,"Hafeez, S., Memon, M. A., Mirza, M. Z., Raziq, M. M., Sarwar, N., & Ting, H. (2023), ""The dual impact of job variety on employee happiness and stress: the mediating role of employee engagement and burnout"", Journal of Management Development, 43(2), 170-186 (ESCI and SCOPUS)",,FALSE,TRUE,published,FALSE
pub-0033,journal,2023,The Third International Conference on Responsible Tourism and Hospitality,"Sunkar, A., Yusrini, L., Ting, H., & Tham, A. (2023), ""The Third International Conference on Responsible Tourism and Hospitality"", Anatolia, 35(1), 198-201 (ESCI and SCOPUS)",,FALSE,TRUE,published,FALSE
pub-0034,journal,2023,Less is More? Review and Recommendations for Qualitative Sampling Strategy using the S.C.A.D.E Approach,"Ting, H., Turner, D., Tan, K. L., Tan, S. R., Wong, M., & Gong, J. (2023), ""Less is More? Review and Recommendations for Qualitative Sampling Strategy using the S.C.A.D.E Approach"", Asian Journal of Business Research, 13(3), 1-9 (SCOPUS Q2)",,FALSE,TRUE,published,FALSE
pub-0035,journal,2023,How do crazy rich Asians perceive sustainable luxury? Investigating the determinants of consumers' willingness to pay a premium price,"Lim, X. J., Cheah, J. H., Ngo, L. V., Chan, K., & Ting, H. (2023), ""How do crazy rich Asians perceive sustainable luxury? Investigating the determinants of consumers' willingness to pay a premium price"", Journal of Retailing and Consumer Services, 75, 103502 (SSCI and SCOPUS)",,FALSE,TRUE,published,FALSE
pub-0036,journal,2023,International Conference on Responsible Tourism and Hospitality: Post-Event Reflection and Assessment,"Ting, H., Le, A., Yusrini, L., Chen, S. S., Rengasamy, R., Ahamad, N. R., Sangchumnong, A., Le, H. P. L., & Ating, R. (2023), ""International Conference on Responsible Tourism and Hospitality: Post-Event Reflection and Assessment"", Journal of Responsible Tourism Management, 3(1), 1-8",,FALSE,TRUE,published,FALSE
pub-0037,journal,2023,"Editorial: Human capital, management and economics during and after the COVID-19 outbreak","Jordao, R. V. D., Raziq, M. M., Memon, M. A., Ting, H., Ringle, C. M., & Muenjhon, N. (2023), ""Editorial: Human capital, management and economics during and after the COVID-19 outbreak"", The Bottom Line, 32(2), 101-111 (ESCI and SCOPUS)",,FALSE,TRUE,published,FALSE
pub-0038,journal,2023,MICE tourism legacies: The International Conference on Responsible Tourism and Hospitality (ICRTH) 2022,"Tham, A., Ting, H., Yusrini, L., & Ho, J. S. Y (2023), ""MICE tourism legacies: The International Conference on Responsible Tourism and Hospitality (ICRTH) 2022"", Journal of Convention & Event Tourism, 24(3), 289-293 (SCOPUS – 2.4)",,FALSE,TRUE,published,FALSE
pub-0039,journal,2023,Guest editorial: Blue whistle for brands – consumers' and stakeholders' perspective towards reformation in marketing legal practices,"Arya, V., Sharma, A., Ting, H., & Gowreesunkar V. G. B. (2023), ""Guest editorial: Blue whistle for brands – consumers' and stakeholders' perspective towards reformation in marketing legal practices"", International Journal of Law and Management, 65(1), 1-3 (ESCI and SCOPUS – 2.2)",,FALSE,TRUE,published,FALSE
pub-0040,journal,2023,The Role of Cultural Differences in Customer Retention: Evidence from the High-Contract Service Industry,"Fam, K. S., Cheng, B. L., Cham, T. H., Tan, C. Y., & Ting, H. (2023), ""The Role of Cultural Differences in Customer Retention: Evidence from the High-Contract Service Industry"", Journal of Hospitality and Tourism Research, 47(1), 257-288 (SSCI – 5.161 and SCOPUS – 7.9)",,FALSE,TRUE,published,FALSE
pub-0041,journal,2023,Chopsticks Approach to Successful Cultural Tourism Marketing,"Fam, K. S., Richard, J. E., & Ting, H. (2023), ""Chopsticks Approach to Successful Cultural Tourism Marketing"", Journal of Hospitality and Tourism Research, 47(1), 3-5 (SSCI – 5.161 and SCOPUS – 7.9)",,FALSE,TRUE,published,FALSE
pub-0042,journal,2023,Appreciation to and Behavior Intention regarding Upscale Ethnic Restaurant,"Liu, Y., Ting, H., & Ringle, C. (2023), ""Appreciation to and Behavior Intention regarding Upscale Ethnic Restaurant"", Journal of Hospitality and Tourism Research, 7(1), 235-256 (SSCI – 5.161 and SCOPUS – 7.9)",,FALSE,TRUE,published,FALSE
pub-0043,journal,2023,Do Privacy Stress and Brand Trust still Matter? Implications on Continuous Online Purchasing Intention in China,"Gong, J., Said, F., Ting, H., Firdaus, A., Aksar, I. A., & Xu, J. H. (2023), ""Do Privacy Stress and Brand Trust still Matter? Implications on Continuous Online Purchasing Intention in China"", Current Psychology, 42(18), 15515-15527 (SSCI and SCOPUS)",,FALSE,TRUE,published,FALSE
pub-0044,journal,2023,"An impact of content delivery, equity, support and self-efficacy on student's learning during the COVID-19","Kumar, P., Kumar, N., & Ting, H. (2023), ""An impact of content delivery, equity, support and self-efficacy on student's learning during the COVID-19"", Current Psychology, 42(3), 2460-2470 (SSCI – 4.297 and SCOPUS – 2.7)",,FALSE,TRUE,published,FALSE
pub-0045,journal,2023,Inclusive leadership and innovative work behaviour: the mediating role of job autonomy,"Shakil, R. M., Memon, M. A., & Ting, H. (2023), ""Inclusive leadership and innovative work behaviour: the mediating role of job autonomy"", Quality & Quantity, 57(S4),707-721 (SCOPUS – 4.6)",,FALSE,TRUE,published,FALSE
pub-0046,journal,2022,Work-From-Home in the New Normal: A Phenomenological Inquiry into Employees' Mental Health,"Memon, M. A., Shaikh, S., Mirza, M. Z., Obaid, A., Muenjohn, N., & Ting, H. (2022), ""Work-From-Home in the New Normal: A Phenomenological Inquiry into Employees' Mental Health"", International Journal of Environmental Research and Public Health, 20(1), 48 (SSCI and SCOPUS)",,FALSE,TRUE,published,FALSE
pub-0047,journal,2022,"Revisit Homestay in Kuching, Sarawak: The Perspectives of Local and Foreign Tourist","Jussem, B. A. S., Kasuma, J., Ting, H., ZA, S. Z., & Darma, D. C. (2022), ""Revisit Homestay in Kuching, Sarawak: The Perspectives of Local and Foreign Tourist"", Jurnal Manajemen Indonesia, 22(3), 377-396",,FALSE,TRUE,published,FALSE
pub-0048,journal,2022,Guest editorial: Green human resource management and the implications of culture on its practices in Asia,"Memon, M. A., Ting, H., Ringle, C., Cheah, J. H., & Muenjohn, N. (2022), ""Guest editorial: Green human resource management and the implications of culture on its practices in Asia"", International Journal of Manpower, 43(3), 589-594 (SSCI and SCOPUS)",,FALSE,TRUE,published,FALSE
pub-0049,journal,2022,Responsible Business–A Timely Introspection and Future Prospects,"Ting, H., Tham, A., & Gong, J. (2022), ""Responsible Business–A Timely Introspection and Future Prospects"", Asian Journal of Business Research, 12(2), 1-7 (SCOPUS)",,FALSE,TRUE,published,FALSE
pub-0050,journal,2022,A systematic literature review on the enablers of green marketing adoption: Consumer perspective,"Kumari, R., Verma, R., Debata, B. R., & Ting, H. (2022), ""A systematic literature review on the enablers of green marketing adoption: Consumer perspective"", Journal of Cleaner Production, 366, 132852 (SCI and SCOPUS)",,FALSE,TRUE,published,FALSE
pub-0051,journal,2022,Guest editorial: Challenges and prospects of AIoT application in hospitality and tourism marketing,"Hsu, M. J., Ting, H., Lui, T. W., Chen, S. C., & Cheah, J. H. (2022), ""Guest editorial: Challenges and prospects of AIoT application in hospitality and tourism marketing"", Journal of Hospitality and Tourism Technology, 13(3), 349-355 (SSCI and SCOPUS)",,FALSE,TRUE,published,FALSE
pub-0052,journal,2022,The dark and bright side of online consumer behavior,"Thaichon, P., Cheah, J. H., & Ting, H. (2022), ""The dark and bright side of online consumer behavior"", Journal of Consumer Behaviour, 21(3), 445-449 (SSCI and SCOPUS)",,FALSE,TRUE,published,FALSE
pub-0053,journal,2022,An Outlook on Responsible Tourism in Southeast Asia,"Yusrini, L., Sochea, N., Ashton, A. S., Khanh, N. T. D., Islam, R., Rahmawati, S., Ky, V., Nhi, A. L. T. H., Annuar, S. N. S., & Ting, H. (2022), ""An Outlook on Responsible Tourism in Southeast Asia"", Journal of Responsible Tourism Management, 2(1), 58-78",,FALSE,TRUE,published,FALSE
pub-0054,journal,2022,Responsible Tourism Management and Community Orientation,"Ting, H., Yusrini, L., & Sita, S. E. D. (2022), ""Responsible Tourism Management and Community Orientation"", Journal of Responsible Tourism Management, 2(1), 1-9",,FALSE,TRUE,published,FALSE
pub-0055,journal,2022,"Pilot-scale co-processing of lignocellulosic biomass, algae, shellfish waste via thermochemical approach: Recent progress and future directions","Yek, P. N. Y., Mahari, W. A. W., Kong, S. H., Foong, S. Y., Peng, W., Ting, H., Liew, R. K., Xia, C., Sonne, C., Tabatabaei, M., Almomani, F., Aghbashlo, M., & Lam, S. S. (2022), ""Pilot-scale co-processing of lignocellulosic biomass, algae, shellfish waste via thermochemical approach: Recent progress and future directions"", Bioresource Technology, 247, 126687 (SCI and SCOPUS)",,FALSE,TRUE,published,FALSE
pub-0056,journal,2022,Exploring the effectiveness of emotional and rational user-generated contents in digital tourism platforms,"Cheung, M. L., Leung, W. K. S., Cheah, J. H., & Ting, H. (2022), ""Exploring the effectiveness of emotional and rational user-generated contents in digital tourism platforms"", Journal of Vacation Marketing, 28(2), 152-170 (SSCI – 3.525 and SCOPUS – 4.3)",,FALSE,TRUE,published,FALSE
pub-0057,journal,2022,The role of Zhong-Yong thinking in business and management research: a review and future research agenda,"Ning, B., Omar, R., Ye, Y., Ting, H., & Ning, M. (2022), ""The role of Zhong-Yong thinking in business and management research: a review and future research agenda"", Asia Pacific Business Review, 27(2), 150-179 (SSCI - 2.361 and SCOPUS – 2.7)",,FALSE,TRUE,published,FALSE
pub-0058,journal,2022,Are privacy concerns still relevant? Revisiting consumer behaviour in omnichannel retailing,"Cheah, J. H., Lim, X. J., Ting, H., Liu, Y., & Quach, S. (2022), ""Are privacy concerns still relevant? Revisiting consumer behaviour in omnichannel retailing"", Journal of Retailing and Consumer Services, 65, 102242 (SSCI - 7.135 and SCOPUS – 9.0)",,FALSE,TRUE,published,FALSE
pub-0059,journal,2021,Motivation Factors Driving Travel Intention in the Controlled Pandemic Context: Perspectives from Malaysian and Taiwanese Travellers,"Sageng, C. W., Ting, H., Chang, H. H., Leong, C.M., & Ting, H. B. (2021), ""Motivation Factors Driving Travel Intention in the Controlled Pandemic Context: Perspectives from Malaysian and Taiwanese Travellers"", Asian Journal of Business Research, 11(3), 92-112 (SCOPUS)",,FALSE,TRUE,published,FALSE
pub-0060,journal,2021,Applying Qualitative Approach in Business Research,"Turner, D., Ting, H., Wong, M. W., Lim, T. Y., & Tan, K. L. (2021), ""Applying Qualitative Approach in Business Research"", Asian Journal of Business Research, 11(3), 1-13 (SCOPUS)",,FALSE,TRUE,published,FALSE
pub-0061,journal,2021,Will destination image drive the intention to revisit and recommend? Empirical evidence from golf tourism,"Cham, T. H., Cheah, J. H., Ting, H., & Memon, M. A. (2021), ""Will destination image drive the intention to revisit and recommend? Empirical evidence from golf tourism"", International Journal of Sports Marketing and Sponsorship, 23(2), 385-409 (SSCI – 2.938 and SCOPUS – 2.4)",,FALSE,TRUE,published,FALSE
pub-0062,journal,2021,"The future of food: responsible production, acquisition, consumption and disposition","Yeong, S. W., Sandhu, M. K., & Ting, H. (2021), ""The future of food: responsible production, acquisition, consumption and disposition"", British Food Journal, 123(9), 2953-2958 (SCI – 2.518 and SCOPUS – 3.5)",,FALSE,TRUE,published,FALSE
pub-0063,journal,2021,Perceptions towards green image of trendy coffee cafés and intention to re-patronage: the mediating role of customer citizenship behavior,"Le, A., Tan, K. L., Yong, S. S., Soonsap, P., Lipa, C. J., & Ting, H. (2021), ""Perceptions towards green image of trendy coffee cafés and intention to re-patronage: the mediating role of customer citizenship behavior"", Young Consumers, 23(2), 165-178 (ESCI and SCOPUS – 3.6)",,FALSE,TRUE,published,FALSE
pub-0064,journal,2021,Does sustainable consumption matter? Consumer grocery shopping behaviour and the pandemic,"Phang, G., Balakrishnan, B. K. P. D., & Ting, H. (2021), ""Does sustainable consumption matter? Consumer grocery shopping behaviour and the pandemic"", Journal of Social Marketing, 11(4), 507-522 (SSCI – 2.020 and SCOPUS – 3.4)",,FALSE,TRUE,published,FALSE
pub-0065,journal,2021,"Responsibility, Responsible Tourism, and Our Response","Ting, H., Morrison, A., Leong, C. M., Kumarusamy, R., & Leong, Q. L. (2021), ""Responsibility, Responsible Tourism, and Our Response"", Journal of Responsible Tourism Management, 1(2)",,FALSE,TRUE,published,FALSE
pub-0066,journal,2021,"Guest editorial: Opportunities and challenges at the nexus of coffee, tea, and tourism","Chen, L. H., Wang, S., Morrison, A., Ting, H., & Yeap, J. (2021), ""Guest editorial: Opportunities and challenges at the nexus of coffee, tea, and tourism"", International Journal of Culture, Tourism and Hospitality Research, 15(3), 285-289 (ESCI and SCOPUS – 2.7)",,FALSE,TRUE,published,FALSE
pub-0067,journal,2021,Are They All the Same? A Rethink of Young Consumers through the Lens of Generation Theories,"Ting, H., Cheah, J. H., Lim, X. J., Ringle, C. M., Liu, Y., & Leong, C. M. (2021), ""Are They All the Same? A Rethink of Young Consumers through the Lens of Generation Theories"", Young Consumers, 22(1), 1-9 (ESCI and SCOPUS – 3.6)",,FALSE,TRUE,published,FALSE
pub-0068,journal,2021,Organizational Citizenship Behaviour and the Mediating Role of Organizational Commitment: A Study of Private Universities,"Khan, S. K., Memon, M. A., Cheing, A., & Ting, H. (2021), “Organizational Citizenship Behaviour and the Mediating Role of Organizational Commitment: A Study of Private Universities”, International Journal of Business and Society, 22(1), 14-32 (ESCI and SCOPUS – 1.2)",,FALSE,TRUE,published,FALSE
pub-0069,journal,2021,Responsible Tourism: A Call for Responsible Management,"Yusrini, L., & Ting, H. (2021), “Responsible Tourism: A Call for Responsible Management”, Encyclopedia of Tourism Management and Marketing.",,FALSE,TRUE,published,FALSE
pub-0070,journal,2021,Investigating the role of social media marketing on value co-creation and engagement: An empirical study in China and Hong Kong,"Cheung, M. L., Pires, G. D., Rosenberger, P. J., Leung, W. K. S., & Ting, H. (2021), “Investigating the role of social media marketing on value co-creation and engagement: An empirical study in China and Hong Kong”, Australasian Marketing Journal, 29(2), 118-131 (ESCI and SCOPUS – 3.9)",,FALSE,TRUE,published,FALSE
pub-0071,journal,2021,Responsible Tourism: A New Era of Responsibility?,"Cheer, J. M., Ting, H., & Leong, C. M. (2021), “Responsible Tourism: A New Era of Responsibility?”, Journal of Responsible Tourism Management, 1(1), 1-17",,FALSE,TRUE,published,FALSE
pub-0072,journal,2021,Effectiveness of a pharmacist-led structured group-based intervention in improving medication adherence and glycaemic control among type 2 diabetes mellitus patients: A randomized controlled trial,"Ting, C. Y., Adruce, S. A. Z., Lim, C. J., Jabar, A. H. A. A., Ting, R. S. K., Ting, H., Osman, N. A., Ngau, E., Talin, B. A., Muhammad, M., Loo, S. C., Lim, S. E., & Hassali, M. A. (2021), “Effectiveness of a pharmacist-led structured group-based intervention in improving medication adherence and glycaemic control among type 2 diabetes mellitus patients: A randomized controlled trial”, Research in Social and Administrative Pharmacy, 17(2), 344-355 (SSCI – 3.336 and SCOPUS – 4.0)",,FALSE,TRUE,published,FALSE
pub-0073,journal,2021,PLS-SEM using R: An introduction to cSEM and SEMinR,"Chuah, F., Memon, M. A., Ramayah, T., Cheah, J. H., Ting, H., & Cham, T. H. (2021), “PLS-SEM using R: An introduction to cSEM and SEMinR”, Journal of Applied Structural Equation Modeling, 5(2), 1-35",,FALSE,TRUE,published,FALSE
pub-0074,journal,2021,Guest editorial: Predicting consumer behavior using partial least squares structural equation modeling (PLS-SEM),"Hair, J. F., Cheah, J. H., Ringle, C. M., Sarstedt, M., & Ting, H. (2021), ""Guest editorial: Predicting consumer behavior using partial least squares structural equation modeling (PLS-SEM)"", European Business Review, 33(1), 1-8 (ESCI and SCOPUS – 5.3)",,FALSE,TRUE,published,FALSE
pub-0075,journal,2021,The effect of innovation and leadership on performance in China and Vietnam,"Muenjohn, N., Ishikawa, J., Muenjohn, P., Memon, M. A., & Ting, H. (2021), “The effect of innovation and leadership on performance in China and Vietnam”, Asia Pacific Business Review, 27(1), 101-110 (SSCI - 2.361 and SCOPUS – 2.7)",,FALSE,TRUE,published,FALSE
pub-0076,journal,2021,Examining the Role of Social Media-based Destination Brand Community in Evoking Tourists’ Emotions and Intention to Co-create and Visit,"Cheung, M. L., Ting, H., Cheah, J. H., & Sharipudin, M. N. S. (2021), “Examining the Role of Social Media-based Destination Brand Community in Evoking Tourists’ Emotions and Intention to Co-create and Visit”, Journal of Product and Brand Management, 30(1), 28-43 (SSCI - 4.335 and SCOPUS – 4.7)",,FALSE,TRUE,published,FALSE
